No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image;info
200;亚历山德罗-帕约拉;Alessandro Pajola;1;0;7;72;61;75;72;60;62;62;66;63;76;64;70;61;66;24;1;意大利;17;0;0;0;0;5001;亚历山德罗-帕约拉（Alessandro Pajola）（1999 年 11 月 9 日出生），意大利职业篮球运动员，效力于意大利甲级联赛（LBA）和欧洲联赛的博洛尼亚维尔特斯队。他还是意大利国家队的成员。他身高 1.94 米（6 英尺 4+1⁄2 英寸），司职控球后卫。帕约拉的防守能力广为人知。
201;约翰-佩特鲁切利;John Petrucelli;2;0;8;62;72;72;61;73;71;73;55;69;70;56;64;67;65;31;0;意大利;17;0;0;0;0;5001;约翰-佩特鲁切利（1992 年 10 月 27 日出生），美国职业篮球运动员，现效力于意大利甲级联赛布雷西亚莱昂内萨队。他曾在莫罗伊学院（Molloy College）打过大学篮球，之后在斯洛伐克、NBA G 联盟和以色列打过职业比赛。
202;焦尔达诺-博尔托拉尼;Giordano Bortolani;1;2;8;62;72;72;61;73;71;73;55;69;70;56;65;66;65;23;0;意大利;17;0;0;0;0;5001;Giordano Bortolani（生于 2000 年 12 月 2 日），意大利职业篮球运动员，现效力于意大利篮球甲级联赛（LBA）和欧洲联赛的米兰奥林匹亚队。
203;尼科勒-梅利;Nicolo Melli;4;3;6;59;61;63;60;65;65;67;59;61;61;35;55;63;59;33;10;意大利;17;0;0;0;201300;1301;0
204;尼克-曼尼恩;Nico Mannion;1;0;6;63;69;64;68;62;51;56;61;61;66;45;61;55;58;23;3;意大利;17;0;0;0;202048;2025;0
205;劳里-马尔卡宁;Lauri Markkanen;4;3;10;75;88;88;88;88;68;85;78;88;88;88;93;84;88;26;6;芬兰;18;0;0;0;201707;269;0
206;伊拉里-斯帕拉;Ilari Seppala;1;0;7;89;74;77;79;63;69;66;83;72;79;74;84;72;79;30;0;芬兰;18;0;0;0;0;5001;伊拉里-塞帕拉（Ilari Seppala）是一名篮球运动员，出生于 1993 年 3 月 27 日。他身高六英尺二（1米88/6-2）。他是一名控球后卫，最近效力于法国职业乙级联赛圣克芒队。
207;亚历克斯-墨菲;Alex Murphy;3;4;7;81;76;69;72;81;74;73;76;73;70;71;75;79;78;30;0;芬兰;18;0;0;0;0;5001;亚历克斯-詹姆斯-墨菲（Alex James Murphy，1993 年 6 月 3 日出生）是一名美籍芬兰裔职业篮球运动员，现效力于西班牙俱乐部 CB Estudiantes。他曾在杜克大学、佛罗里达大学和东北大学打过大学篮球。他是前美国国家篮球协会（NBA）球员杰伊-墨菲（Jay Murphy）的儿子，也是前 NBA 前锋埃里克-墨菲（Erik Murphy）的弟弟。他目前效力于芬兰国家队。
208;亚历山大-马德森;Alexander Madsen;5;0;7;63;82;69;64;80;79;74;60;79;65;68;72;77;75;28;0;芬兰;18;0;0;0;0;5001;亚历山大-马德森（Alexander Madsen，生于 1995 年 1 月 26 日），芬兰职业篮球运动员，曾效力于希腊篮球联赛和篮球冠军联赛的雅典 AEK 队。
209;萨苏-萨林;Sasu Salin;2;1;7;71;65;81;71;65;68;75;72;67;81;73;74;70;72;32;0;芬兰;18;0;0;0;0;5001;萨苏-安特雷斯-萨林（Sasu Antreas Salin，出生于 1991 年 6 月 11 日）是一名芬兰职业篮球运动员，现效力于 ACB 联赛和篮球冠军联赛（BCL）的联想特内里费岛队。他身高 1.91 米（6 英尺 3 英寸），司职控球后卫和投篮后卫。
210;奥利维尔-恩卡姆乌阿;Olivier Nkamhoua;4;0;7;72;68;71;64;78;70;64;68;66;72;60;68;71;70;23;0;芬兰;18;0;0;0;0;5001;奥利维尔-恩卡姆胡亚（Olivier Nkamhoua）是一名来自芬兰赫尔辛基的大前锋，身高 6-8，体重 200 磅，移居美国后在马里兰州坎伯兰的沃尔什主教学校（Bishop Walsh School）完成了高中学业。
211;米卡埃尔-扬图宁;Mikael Jantunen;4;0;7;68;74;60;72;78;64;76;57;71;65;71;69;70;70;23;0;芬兰;18;0;0;0;0;5001;米卡埃尔-扬图宁（Mikael Jantunen，2000 年 4 月 20 日出生）是芬兰职业篮球运动员，现效力于 LNB Pro A 和欧洲杯的巴黎篮球队。他曾效力于犹他犹他大学篮球队。
212;亨利-坎托宁;Henri Kantonen;2;3;7;71;71;73;74;64;61;64;76;73;72;73;72;66;70;26;0;芬兰;18;0;0;0;0;5001;亨利-坎托宁是一名篮球运动员，出生于 1997 年 8 月 20 日。他的身高为六英尺六（1米98/6-6）。他是一名投篮后卫/小前锋，最近曾代表芬兰队参加备战赛。
213;雅各布-格兰迪森;Jacob Grandison;2;3;7;77;75;68;62;60;69;64;73;70;72;67;71;66;69;25;0;芬兰;18;0;0;0;0;5001;雅各布-亚历山大-格兰迪森（Jacob Alexander Grandison，出生于 1998 年 4 月 2 日）是一名芬兰裔美国篮球运动员。他曾效力于圣十字十字军队、伊利诺伊州战斗伊利诺伊队和杜克大学蓝魔队。
214;埃东-马克舒尼;Edon Maxhuni;1;0;7;78;60;68;62;63;59;62;73;61;72;65;68;64;67;25;0;芬兰;18;0;0;0;0;5001;埃顿-马克斯胡尼（Edon Maxhuni）是一名篮球运动员，1998 年 3 月 21 日出生于希文凯（Hyvinkää）。身高六英尺二（1米88/6-2）。他是一名控球后卫，最近效力于德国 HAKRO Merlins Crailsheim - easyCredit BB。
215;伊莱亚斯-瓦尔托宁;Elias Valtonen;2;3;7;70;71;78;64;68;55;63;63;70;73;62;70;61;66;24;0;芬兰;18;0;0;0;0;5001;埃利亚斯-瓦尔托宁（Elias Valtonen，出生于 1999 年 6 月 11 日）是芬兰职业篮球运动员，现效力于 ACB 联盟的巴克斯-曼雷萨队。他曾在亚利桑那州立太阳魔鬼队（Arizona State Sun Devils）打过大学篮球。瓦托宁身高 2.01 米（6 英尺 7 英寸），司职投篮后卫。
216;米罗-利特尔;Miro Little;1;0;7;78;69;71;59;64;61;52;64;65;73;60;70;58;65;19;0;芬兰;18;0;0;0;0;5001;0米罗-利特尔是一名篮球运动员，出生于 2004 年 5 月 30 日。身高六英尺四英寸（1米92/6-4）。他是一名控球后卫，最近曾代表芬兰队参加备战赛。
217;克拉夫斯-卡瓦尔斯;Klavs Cavars;5;0;7;63;80;67;61;69;72;79;52;81;66;66;72;71;71;28;1;拉脱维亚;19;0;0;0;0;5001;克拉夫斯-查瓦尔斯（Klāvs Čavars，1996 年 2 月 11 日出生）是拉脱维亚职业篮球运动员，现效力于乙级联赛横滨卓越队。这位身高 2.08 米（6 英尺 10 英寸）的中锋曾为 VEF Rīga 效力过六个赛季。
218;罗季翁斯-库鲁茨;Rodions Kurucs;3;4;9;64;75;66;70;73;69;67;67;65;66;62;66;69;69;26;5;拉脱维亚;19;0;0;0;201840;559;Rodions Kurucs（生于 1998 年 2 月 5 日）是一名拉脱维亚职业篮球运动员，现效力于西班牙 ACB 联盟的 UCAM Murcia 队。他身高 6 英尺 9 英寸（2.06 米），司职小前锋。
219;达里斯-贝尔坦斯;Dairis Bertāns;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;21;1;拉脱维亚;19;0;0;0;0;5001;戴里斯-贝尔坦斯（Dairis Bertāns，1989 年 9 月 9 日出生）是拉脱维亚职业篮球运动员，效力于拉脱维亚-爱沙尼亚篮球联赛的 VEF Rīga。贝尔坦斯还效力于拉脱维亚国家篮球队。他是 Dāvis Bertāns 的哥哥。他是一名身高 6 英尺 4 英寸（1.93 米）、体重 200 磅（91 公斤）的投篮后卫。
220;罗兰茨-施密茨;Rolands Šmits;4;0;7;64;74;62;65;68;80;67;61;71;65;67;67;70;68;29;1;拉脱维亚;19;0;0;0;0;5001;罗兰德斯-什米茨（Rolands Šmits，出生于 1995 年 6 月 25 日）是一名拉脱维亚职业篮球运动员，现效力于土耳其 Süper Ligi 篮球联赛和欧洲联赛的 Anadolu Efes 队。他身高 2.08 米（6 英尺 10 英寸），体重 107 公斤（235 磅），主要司职大前锋位置，但也可以担任小球中锋。
221;戴维斯-贝尔坦斯;Davis Bertans;4;5;9;60;73;86;83;76;61;60;52;66;76;71;76;61;68;31;9;拉脱维亚;19;0;0;0;201142;381;达维斯-贝尔坦斯（Dāvis Bertāns，1992 年 11 月 12 日出生），拉脱维亚职业篮球运动员，现效力于 ABA 联盟迪拜 BC 篮球队。绰号 “拉脱维亚激光 ”的他还代表拉脱维亚国家队出战。他是印第安纳步行者队在 2011 年 NBA 选秀大会上第 42 顺位选中的球员。
222;亚尼斯-季马;Jānis Timma;3;0;9;62;72;72;61;73;71;73;55;69;70;56;64;68;67;31;0;拉脱维亚;19;0;0;0;0;934;亚尼斯-蒂马（Jānis Timma）（1992 年 7 月 2 日出生）是拉脱维亚职业篮球运动员，效力于 ACB 联盟的 Monbus Obradoiro 队。他还代表拉脱维亚国家队出战。他身高 2.01 米（6 英尺 7 英寸），主要司职小前锋位置。
223;马雷克斯-梅耶里斯;Mareks Mejeris;3;4;8;62;72;72;61;73;71;73;55;69;70;56;64;68;67;32;0;拉脱维亚;19;0;0;0;0;5001;马雷克斯-梅杰里斯（Mareks Mejeris）（1991 年 9 月 2 日出生），拉脱维亚职业篮球运动员，现效力于西甲克卢日-纳波卡 U-BT，司职小前锋和大前锋。
224;克里斯特斯-佐里克斯;Kristers Zoriks;1;2;7;82;58;71;66;67;61;65;64;62;69;64;71;63;67;26;1;拉脱维亚;19;0;0;0;0;5001;克里斯特斯-佐里克斯（Kristers Zoriks）（1998 年 5 月 25 日出生）是一名拉脱维亚职业篮球运动员，司职控球后卫和投篮后卫。他目前效力于 Basketbol Süper Ligi（BSL）的 Petkim Spor 公司，同时也是拉脱维亚国家队的代表。
225;阿尔图尔斯-斯特劳廷斯;Artūrs Strautiņš;2;3;7;70;70;78;65;68;58;63;61;65;73;67;70;61;66;25;1;拉脱维亚;19;0;0;0;0;5001;阿图尔斯-斯特劳津斯（Artūrs Strautiņš，1998 年 10 月 23 日出生）是一名拉脱维亚职业篮球运动员，现效力于意大利 LBA 篮球俱乐部德尔索纳篮网队。
226;里哈兹-洛马兹;Rihards Lomažs;2;0;8;62;72;72;61;73;71;73;55;69;70;56;64;67;65;28;0;拉脱维亚;19;0;0;0;0;5001;里哈兹-洛马兹（Rihards Lomažs，1996 年 4 月 13 日出生）是一名拉脱维亚职业篮球运动员，现效力于意大利甲级联赛（LBA）和欧洲联赛的博洛尼亚队。
227;扬尼斯-斯特雷尔涅克斯;Jānis Strēlnieks;2;1;8;62;72;72;61;73;71;73;55;69;70;56;64;67;65;34;0;拉脱维亚;19;0;0;0;0;5001;亚尼斯-斯特尔涅克斯（Jānis Strēlnieks，1989 年 9 月 1 日出生）是一名拉脱维亚职业篮球运动员，曾效力于意甲篮球联赛（LBA）的斯卡法提篮球队。他也是拉脱维亚国家队的代表。他身高 1.91 米（6 英尺 3 英寸），主要司职投篮后卫。
228;阿图尔斯-查加尔斯;Artūrs Žagars;1;2;7;70;70;72;62;67;62;56;64;69;76;60;69;60;65;24;1;拉脱维亚;19;0;0;0;0;5001;Artūrs Mārtiņš Žagars（生于 2000 年 4 月 21 日）是拉脱维亚职业篮球运动员，现效力于立陶宛篮球联赛（LKL）的 BC Wolves 队，从费内巴切贝科租借而来。他身高 1.90 米（6 英尺 3 英寸），主要司职控球后卫。
229;多曼塔斯-萨博尼斯;Domantas Sabonis;5;0;10;86;90;73;82;87;77;94;71;89;60;75;87;89;88;27;7;立陶宛;20;0;0;0;201611;141;多曼塔斯·萨博尼斯（立陶宛语：Domantas Sabonis,1996年5月3日—），出生于美国俄勒冈州的波特兰市，为现役立陶宛裔职业篮球运动员。目前效力于国家篮球协会（NBA联盟）的萨克拉门托国王，场上主要位置为大前锋或中锋。此外，萨博尼斯亦是奈史密斯篮球名人纪念堂成员阿维达斯·萨博尼斯的三子。
230;明道加斯-库兹明斯卡斯;Mindaugas Kuzminskas;3;4;7;75;79;78;76;75;65;67;65;79;73;79;80;68;75;34;1;立陶宛;20;0;0;0;0;3341;明杜加斯-库兹明斯卡斯（Mindaugas Kuzminskas）（1989 年 10 月 19 日出生）是立陶宛职业篮球运动员，曾效力于希腊篮球联赛雅典 AEK 队。他还代表立陶宛国家队出战。他身高 2.05 米（6'8 3⁄4），可以打小前锋和大前锋两个位置。
231;汤姆-迪沙;Tomas Dimsa;2;0;7;74;74;82;74;66;66;62;70;76;82;76;79;65;73;30;1;立陶宛;20;0;0;0;0;5001;托马斯-迪姆沙（Tomas Dimša，1994 年 1 月 2 日出生）是立陶宛职业篮球运动员，现效力于立陶宛职业篮球联赛（LKL）和欧洲联赛（EuroLeague）的Žalgiris Kaunas 队。他主要司职投篮后卫。
232;多纳塔斯-莫泰尤纳斯;Donatas Motiejūnas;4;5;9;59;78;62;71;77;71;74;58;71;63;64;67;72;70;33;0;立陶宛;20;0;0;0;201120;627;Donatas Motiejūnas（立陶宛语发音： 多纳塔斯-莫泰尤纳斯（立陶宛语发音：[dɔˈnaːtɐs moːtʲiəˈjûːnɐs],生于 1990 年 9 月 20 日），立陶宛职业篮球运动员，现效力于法国甲级联赛和欧洲联赛的摩纳哥篮网。他在 2011 年 NBA 选秀大会上以总第 20 顺位被明尼苏达森林狼队选中，随后随 Asseco Prokom Gdynia 夺得 2012 年波兰篮球联赛冠军。2012 年至 2016 年，莫泰尤纳斯在休斯敦火箭队效力了四个赛季，之后于 2017 年 1 月加盟新奥尔良鹈鹕队。
233;塔达斯-塞德克斯基斯;Tadas Sedekerskis;3;4;7;70;68;76;65;64;64;72;65;73;70;64;70;65;68;26;1;立陶宛;20;0;0;0;0;5001;塔达斯-塞德克尔斯基斯（Tadas Sedekerskis，出生于 1998 年 1 月 17 日）是立陶宛职业篮球运动员，也是西班牙 ACB 联赛和欧洲联赛萨斯基-巴斯克尼亚队的队长。
234;阿尔纳斯-布特凯维休斯;Arnas Butkevicius;3;0;8;62;72;72;61;73;71;73;55;69;70;56;64;68;67;31;0;立陶宛;20;0;0;0;0;5001;阿纳斯-布特克维丘斯（Arnas Butkevičius，1992 年 10 月 22 日出生）是立陶宛职业篮球运动员，现效力于立陶宛篮球联赛（LKL）和欧洲联赛的Žalgiris Kaunas 队。
235;埃达加拉斯-乌拉诺瓦斯;Edgaras Ulanovas;3;4;8;62;72;72;61;73;71;73;55;69;70;56;64;68;67;32;0;立陶宛;20;0;0;0;0;5001;埃德加拉斯-乌拉诺瓦斯（Edgaras Ulanovas，1992 年 1 月 7 日出生），立陶宛职业篮球运动员，立陶宛篮球联赛（LKL）和欧洲联赛Žalgiris Kaunas 队队长。他主要司职小前锋位置。
236;阿苏拉斯-图贝利斯;Azuolas Tubelis;4;0;8;66;75;68;60;66;72;64;57;74;68;58;68;64;66;22;0;立陶宛;20;0;0;0;202300;3006;Ąžuolas Tubelis（2002 年 3 月 22 日出生）是立陶宛职业篮球运动员，从维尔纽斯雷塔斯队租借效力于立陶宛篮球联赛（LKL）维尔纽斯雷塔斯队。他曾在大学篮球队亚利桑那野猫队效力。作为一名大前锋，他在野猫队两次入选太平洋十二联盟第一阵容。
237;马吕斯-格里戈尼斯;Marius Grigonis;2;3;8;62;72;72;61;73;71;73;55;69;70;56;64;67;65;30;0;立陶宛;20;0;0;0;0;5001;马里乌斯-格里戈尼斯（生于 1994 年 4 月 26 日）是立陶宛职业篮球运动员，现效力于希腊篮球联赛和欧洲联赛的帕纳辛奈科斯队。他身高 6 英尺 6 英寸（1.98 米），司职投篮后卫和小前锋。
238;鲁卡斯-莱卡维丘斯;Lukas Lekavicius;1;0;8;62;72;72;61;73;71;73;55;69;70;56;65;66;65;30;0;立陶宛;20;0;0;0;0;5001;卢卡斯-莱卡维丘斯（Lukas Lekavičius，出生于 1994 年 3 月 30 日）是立陶宛职业篮球运动员，现效力于立陶宛篮球联赛（LKL）和欧洲联赛的Žalgiris Kaunas。他身高 1.80 米（5 英尺 11 英寸），司职控球后卫。他在 2017 年入选 LKL 全明星阵容。
239;罗卡斯-约库拜蒂斯;Rokas Jokubaitis;1;0;8;72;70;70;72;65;50;45;66;62;73;62;70;54;63;23;1;立陶宛;20;0;0;0;202134;2266;罗卡斯-约库巴蒂斯（Rokas Jokubaitis，2000 年 11 月 19 日出生）是立陶宛职业篮球运动员，现效力于西班牙 ACB 联赛和欧洲联赛的巴塞罗那篮球俱乐部。
240;戴维达斯-西尔维迪斯;Deividas Sirvydis;3;2;8;61;62;64;63;65;55;63;60;61;64;39;56;58;58;24;4;立陶宛;20;0;0;0;201937;2227;德维达斯-西尔维迪斯（Deividas Sirvydis，2000 年 6 月 10 日出生），立陶宛职业篮球运动员，效力于立陶宛篮球联赛（LKL）和欧洲联赛的Žalgiris Kaunas。在 2019 年 NBA 选秀大会上，西尔维迪斯在总第 37 位被达拉斯小牛队选中，随后被交易到底特律活塞队。
241;弗朗茨-瓦格纳;Franz Wagner;3;4;9;79;88;74;82;85;72;80;81;87;80;80;85;84;86;22;2;德国;21;0;0;0;202108;1508;弗朗茨·雅各布·瓦格纳（英语：Franz Jacob Wagner，2001年8月27日—）是一名德国职业篮球运动员，效力于美国国家篮球协会（NBA）的奥兰多魔术。他在大学时为密歇根大学的密歇根狼獾队打球。登录体测数据为6英尺10英寸（2.08米）和220英磅（100千克），主要打小前锋位置。
242;丹尼斯-施罗德;Dennis Schröder;1;0;11;82;77;83;82;81;45;63;74;77;77;80;85;68;78;30;10;德国;21;0;0;0;201317;667;丹尼斯·施罗德（德语：Dennis Schröder，1993年9月15日—），绰号“恐怖丹尼斯”（英语：Dennis the Menace[1]），德国男子篮球运动员，场上主要位置为控球后卫，目前效力于NBA萨克拉门托国王。他代表德国参加国际比赛，在2023年国际篮联篮球世界杯上率领德国男篮赢得史上第一座世界冠军，个人当选赛事最有价值球员。
243;莫里茨-瓦格纳;Moritz Wagner;5;4;8;69;85;70;65;82;72;79;67;82;60;62;75;78;77;26;5;德国;21;0;0;0;201825;2176;维克托-莫里茨-莫-瓦格纳（Victor Moritz Mo Wagner，1997 年 4 月 26 日出生），德国职业篮球运动员，现效力于美国国家篮球协会（NBA）奥兰多魔术队。他曾效力于柏林阿尔巴队，后前往美国为密歇根狼獾队打大学篮球，从 2015 年到 2017-18 狼獾队的大三赛季。瓦格纳在没有聘请经纪人的情况下报名参加了 2017 年 NBA 选秀，但退出后又回到了密歇根。在 2018 年 NBA 选秀大会上，他在总第 25 顺位被洛杉矶湖人队选中。
244;马多-洛;Maodo Lo;1;2;7;75;78;80;80;66;68;61;75;73;82;75;81;68;75;31;1;德国;21;0;0;0;0;5001;莫多-洛（Maodo Lô，1992 年 12 月 31 日出生）是一名德国职业篮球运动员，现效力于意大利甲级联赛（LBA）和欧洲联赛的米兰奥林匹亚队。他曾效力于纽约哥伦比亚大学。他被哥伦比亚大学的球迷昵称为 主席（The Chairman），是德国篮球界最有天赋的球员之一。
245;约翰内斯-沃格特曼;Johannes Voigtmann;4;5;7;65;77;77;62;74;77;81;59;76;76;66;73;76;74;31;1;德国;21;0;0;0;0;5001;约翰内斯-乔-沃伊格特曼（Johannes Jo Voigtmann，1992 年 9 月 30 日出生）是一名德国职业篮球运动员，曾效力于意大利篮球甲级联赛（LBA）和欧洲联赛的米兰奥林匹亚队。他也是德国国家队的一员。他身高 2.11 米，司职大前锋和中锋两个位置。
246;约翰尼斯-蒂曼;Johannes Thiemann;4;5;7;63;81;69;73;83;69;70;68;76;68;74;74;75;74;30;1;德国;21;0;0;0;0;5001;约翰内斯-蒂曼（Johannes Thiemann，生于 1994 年 2 月 9 日）是一名德国职业篮球运动员，曾效力于德国篮球甲级联赛（BBL）和欧洲联赛的柏林阿尔巴队。
247;尼尔斯-吉费;Niels Giffey;3;2;7;80;72;81;70;75;63;65;71;76;77;70;78;69;74;33;1;德国;21;0;0;0;0;5001;尼尔斯-吉菲（Niels Giffey，1991 年 6 月 8 日出生）是一名德国职业篮球运动员，现效力于德国篮球甲级联赛（BBL）和欧洲联赛拜仁慕尼黑队。他身高 6 英尺 7 英寸（2.01 米），司职小前锋和投篮后卫。他还代表德国国家队出战。
248;丹尼尔-泰斯;Daniel Theis;5;0;9;57;82;69;81;74;67;76;56;69;68;73;73;70;71;31;9;德国;21;0;0;0;201300;691;丹尼尔·泰斯（德语：Daniel Theis，1992年4月3日—），德国职业篮球运动员，场上位置为中锋，现效力于法国篮球甲级联赛摩纳哥。他也代表德国国家篮球队参赛。
249;安德烈亚斯-奥布斯特;Andreas Obst;2;0;7;77;74;82;63;63;69;64;65;72;77;68;76;64;70;28;1;德国;21;0;0;0;0;5001;安德烈亚斯-奥布斯特（生于 1996 年 7 月 13 日）是德国职业篮球运动员，现效力于德国篮球甲级联赛（BBL）和欧洲联赛拜仁慕尼黑队。
