Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
450,Luka Garza,26,MIN,C,39,0,5.6,1.3,2.7,.495,0.3,0.9,.278,1.1,1.8,.609,.543,0.6,0.9,.686,0.8,0.6,1.4,0.3,0.2,0.1,0.3,0.7,3.5,,garzalu01
451,Cory Joseph,33,ORL,PG,50,16,12.2,1.2,3.1,.403,0.8,2.1,.364,0.5,0.9,.489,.529,0.3,0.4,.778,0.3,1.1,1.5,1.4,0.5,0.1,0.4,1.0,3.5,,josepco01
452,Doug McDermott,33,SAC,SF,42,3,8.1,1.2,2.8,.427,1.0,2.4,.436,0.1,0.4,.375,.615,0.1,0.1,.600,0.1,0.5,0.5,0.2,0.1,0.0,0.1,0.7,3.5,,mcderdo01
453,Dario Šarić,30,DEN,C,16,4,13.1,1.3,3.6,.362,0.4,1.6,.269,0.9,2.0,.438,.422,0.4,0.6,.700,0.9,2.3,3.1,1.4,0.4,0.1,0.9,1.2,3.5,,saricda01
454,Jamaree Bouyea,25,MIL,PG,5,1,12.4,1.2,2.4,.500,0.2,1.0,.200,1.0,1.4,.714,.542,0.8,1.2,.667,0.2,0.8,1.0,2.0,0.8,0.4,1.6,0.4,3.4,,bouyeja01
455,Bruno Fernando,26,TOR,C,17,2,8.6,1.5,2.9,.531,0.0,0.0,,1.5,2.9,.531,.531,0.4,0.5,.750,1.2,1.8,3.0,1.1,0.2,0.5,0.8,1.6,3.4,,fernabr01
456,Andre Jackson Jr.,23,MIL,SG,67,43,14.6,1.4,2.9,.477,0.4,1.1,.395,1.0,1.8,.529,.553,0.2,0.4,.500,1.0,1.7,2.7,1.2,0.5,0.2,0.9,1.7,3.4,,jacksan01
457,Isaac Jones,24,SAC,PF,40,0,7.6,1.4,2.1,.651,0.1,0.2,.375,1.3,1.9,.680,.669,0.6,0.9,.639,0.6,0.9,1.4,0.3,0.1,0.3,0.4,0.8,3.4,,jonesis01
458,Kevin Knox,25,GSW,SF,14,0,6.0,1.3,2.6,.500,0.3,1.1,.267,1.0,1.5,.667,.556,0.4,0.6,.750,0.5,0.7,1.2,0.4,0.1,0.3,0.3,0.4,3.3,,knoxke01
459,Damion Lee,32,PHO,SG,25,0,5.8,1.1,3.0,.365,0.4,1.5,.243,0.7,1.5,.486,.426,0.8,0.8,.952,0.1,0.7,0.8,0.4,0.2,0.0,0.4,0.2,3.3,,leeda03
460,Jeenathan Williams,25,HOU,SG,20,0,7.4,1.4,3.1,.435,0.3,1.3,.231,1.1,1.8,.583,.484,0.3,0.4,.625,0.3,0.4,0.7,0.5,0.4,0.2,0.7,0.8,3.3,,willije02
461,Elijah Harkless,24,UTA,SG,10,0,13.8,1.1,3.5,.314,0.7,2.5,.280,0.4,1.0,.400,.414,0.3,0.6,.500,0.9,1.2,2.1,0.8,1.0,0.1,0.3,1.8,3.2,,harklej01
462,Zeke Nnaji,24,DEN,PF,57,4,10.7,1.2,2.5,.496,0.3,0.9,.327,0.9,1.6,.596,.557,0.5,0.8,.614,0.6,1.0,1.6,0.4,0.4,0.7,0.2,1.1,3.2,,nnajize01
463,Cam Reddish,25,LAL,SF,33,8,17.8,1.2,2.8,.404,0.4,1.4,.277,0.8,1.4,.532,.473,0.5,0.8,.615,0.5,1.5,2.0,0.7,1.0,0.3,0.4,1.3,3.2,,reddica01
464,Delon Wright,32,2TM,PG,40,7,15.9,1.1,3.3,.344,0.5,1.8,.274,0.6,1.5,.431,.420,0.4,0.6,.600,0.7,1.0,1.7,1.9,0.9,0.3,0.6,0.6,3.1,,wrighde01
464,Delon Wright,32,MIL,PG,26,2,15.6,0.8,3.2,.268,0.5,1.9,.245,0.4,1.3,.303,.341,0.3,0.6,.563,0.6,1.2,1.8,1.8,0.9,0.3,0.5,0.7,2.5,,wrighde01
464,Delon Wright,32,NYK,PG,14,5,16.4,1.6,3.5,.469,0.6,1.7,.333,1.1,1.8,.600,.551,0.4,0.6,.667,0.9,0.6,1.4,2.1,0.9,0.2,0.6,0.6,4.3,,wrighde01
465,Kylor Kelley,27,2TM,C,11,2,11.5,1.3,2.0,.636,0.0,0.0,,1.3,2.0,.636,.636,0.5,0.9,.600,1.1,2.5,3.5,0.5,0.1,0.3,0.4,1.4,3.1,,kelleky01
465,Kylor Kelley,27,DAL,C,8,1,8.4,1.3,1.6,.769,0.0,0.0,,1.3,1.6,.769,.769,0.5,0.8,.667,1.0,1.6,2.6,0.3,0.0,0.3,0.1,1.0,3.0,,kelleky01
465,Kylor Kelley,27,NOP,C,3,1,19.7,1.3,3.0,.444,0.0,0.0,,1.3,3.0,.444,.444,0.7,1.3,.500,1.3,4.7,6.0,1.0,0.3,0.3,1.0,2.3,3.3,,kelleky01
466,Gary Harris,30,ORL,SG,48,3,14.8,1.1,2.8,.383,0.8,2.1,.356,0.3,0.7,.469,.519,0.1,0.3,.583,0.4,0.9,1.3,0.6,0.5,0.3,0.4,0.9,3.0,,harriga01
467,Maxi Kleber,33,DAL,PF,34,4,18.7,1.1,2.8,.385,0.4,1.4,.265,0.7,1.4,.511,.453,0.5,0.6,.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3.0,,klebima01
468,Taze Moore,26,POR,SG,2,0,10.0,1.0,5.0,.200,0.5,2.0,.250,0.5,3.0,.167,.250,0.5,1.0,.500,2.0,2.0,4.0,0.5,1.0,0.0,1.0,0.0,3.0,,mooreta02
469,Rayan Rupert,20,POR,SG,52,0,8.8,1.1,2.7,.408,0.3,1.1,.271,0.8,1.6,.506,.465,0.4,0.6,.767,0.5,0.8,1.3,0.5,0.3,0.1,0.6,0.7,3.0,,ruperra01
470,P.J. Tucker,39,NYK,SF,3,1,19.3,1.0,2.3,.429,1.0,2.0,.500,0.0,0.3,.000,.643,0.0,0.0,,1.3,1.3,2.7,0.0,0.3,0.3,0.3,2.7,3.0,,tuckepj01
471,Pete Nance,24,2TM,C,13,1,10.6,1.1,2.5,.438,0.7,1.8,.375,0.4,0.6,.625,.578,0.1,0.2,.500,0.4,1.2,1.6,0.8,0.2,0.2,0.3,1.3,2.9,,nancepe01
471,Pete Nance,24,PHI,C,7,0,9.7,0.7,2.1,.333,0.6,1.7,.333,0.1,0.4,.333,.467,0.1,0.3,.500,0.3,1.1,1.4,0.4,0.1,0.0,0.0,1.4,2.1,,nancepe01
471,Pete Nance,24,MIL,PF,6,1,11.7,1.5,2.8,.529,0.8,2.0,.417,0.7,0.8,.800,.676,0.0,0.0,,0.5,1.3,1.8,1.2,0.2,0.3,0.7,1.2,3.8,,nancepe01
472,Markelle Fultz,26,SAC,PG,21,0,8.8,1.3,3.2,.418,0.2,0.4,.500,1.1,2.8,.407,.448,0.0,0.0,1.000,0.3,0.7,1.0,1.3,0.5,0.1,0.7,0.6,2.9,,fultzma01
473,Taj Gibson,39,CHO,C,37,11,11.1,1.3,2.6,.495,0.0,0.1,.500,1.2,2.5,.495,.500,0.3,0.5,.600,1.4,1.9,3.2,0.6,0.2,0.5,0.7,1.5,2.9,,gibsota01
474,Tyler Smith,20,MIL,PF,23,0,5.3,1.0,2.2,.480,0.6,1.3,.433,0.5,0.9,.550,.610,0.3,0.3,.750,0.3,0.8,1.1,0.2,0.1,0.2,0.3,0.5,2.9,,smithty02
475,RayJ Dennis,23,IND,PG,11,0,6.4,1.0,3.0,.333,0.5,1.9,.286,0.5,1.1,.417,.424,0.2,0.2,1.000,0.2,0.9,1.1,1.3,0.6,0.2,0.5,0.6,2.7,,dennira01
476,David Duke Jr.,25,SAS,SG,6,0,5.7,1.0,2.3,.429,0.5,1.0,.500,0.5,1.3,.375,.536,0.2,0.3,.500,0.2,0.7,0.8,0.7,0.2,0.0,0.3,0.2,2.7,,dukeda01
477,Keshad Johnson,23,MIA,SF,16,0,6.1,1.1,1.6,.692,0.2,0.4,.429,0.9,1.2,.789,.750,0.3,0.6,.444,0.4,1.4,1.8,0.3,0.3,0.3,0.3,0.7,2.7,,johnske10
478,Reece Beekman,23,2TM,PG,36,4,13.0,1.0,3.0,.327,0.2,1.1,.175,0.8,1.9,.418,.360,0.4,0.6,.762,0.4,0.7,1.1,1.8,0.9,0.1,0.6,1.0,2.6,,beekmre01
478,Reece Beekman,23,GSW,PG,2,0,2.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,,beekmre01
478,Reece Beekman,23,BRK,PG,34,4,13.7,1.0,3.1,.321,0.2,1.2,.175,0.8,1.9,.409,.354,0.5,0.6,.762,0.4,0.8,1.1,1.8,0.9,0.1,0.6,1.0,2.7,,beekmre01
479,Jae Crowder,34,SAC,PF,9,2,11.4,0.8,2.4,.318,0.4,1.7,.267,0.3,0.8,.429,.409,0.6,0.7,.833,0.7,1.6,2.2,0.7,0.3,0.0,0.4,1.1,2.6,,crowdja01
480,Josh Minott,22,MIN,SF,46,0,6.0,1.0,2.0,.489,0.3,0.9,.326,0.7,1.0,.638,.567,0.4,0.4,.895,0.3,0.8,1.0,0.4,0.3,0.3,0.2,0.7,2.6,,minotjo01
481,Hunter Tyson,24,DEN,PF,51,2,7.8,0.9,2.4,.375,0.5,1.5,.311,0.4,0.9,.478,.471,0.4,0.5,.750,0.5,1.0,1.5,0.4,0.2,0.1,0.3,0.9,2.6,,tysonhu01
482,Jaden Springer,22,2TM,PG,43,2,8.5,0.8,2.1,.389,0.3,1.1,.250,0.5,1.0,.548,.456,0.6,0.9,.711,0.4,1.0,1.3,0.8,0.6,0.1,0.4,1.0,2.5,,sprinja01
482,Jaden Springer,22,BOS,SG,26,0,5.4,0.5,1.3,.353,0.2,0.7,.316,0.2,0.6,.400,.441,0.6,0.8,.714,0.2,0.8,0.9,0.4,0.5,0.0,0.2,0.7,1.7,,sprinja01
482,Jaden Springer,22,UTA,PG,17,2,13.2,1.4,3.3,.411,0.4,1.7,.207,1.0,1.6,.630,.464,0.7,1.0,.706,0.8,1.2,2.0,1.4,0.7,0.2,0.7,1.5,3.8,,sprinja01
483,Trey Jemison,25,2TM,C,38,0,10.3,1.1,1.9,.554,0.0,0.0,,1.1,1.9,.554,.554,0.3,0.9,.394,1.2,1.6,2.8,0.4,0.2,0.4,0.6,1.8,2.5,,jemistr01
483,Trey Jemison,25,NOP,C,16,0,10.4,0.9,2.0,.469,0.0,0.0,,0.9,2.0,.469,.469,0.5,1.3,.381,1.4,1.4,2.8,0.6,0.4,0.4,0.6,1.7,2.4,,jemistr01
483,Trey Jemison,25,LAL,C,22,0,10.3,1.2,1.9,.619,0.0,0.0,,1.2,1.9,.619,.619,0.2,0.5,.417,1.0,1.8,2.8,0.3,0.1,0.4,0.6,1.9,2.6,,jemistr01
484,Anthony Gill,32,WAS,PF,51,0,7.8,0.8,1.7,.489,0.2,0.6,.323,0.6,1.1,.579,.545,0.6,1.0,.660,0.4,0.9,1.3,0.3,0.2,0.0,0.2,0.6,2.5,,gillan01
485,Dillon Jones,23,OKC,SF,54,3,10.2,0.9,2.5,.383,0.3,1.2,.254,0.6,1.3,.500,.444,0.3,0.5,.607,0.6,1.7,2.2,1.1,0.3,0.1,0.5,1.0,2.5,,jonesdi01
486,Pat Spencer,28,GSW,PG,39,0,6.4,1.1,2.6,.406,0.1,0.6,.227,0.9,2.0,.456,.431,0.3,0.4,.733,0.4,0.8,1.2,1.2,0.4,0.1,0.5,0.5,2.5,,spencpa01
487,Johnny Davis,22,WAS,SG,34,0,7.1,0.9,2.3,.410,0.2,0.9,.241,0.7,1.4,.510,.455,0.3,0.4,.600,0.3,0.8,1.1,0.3,0.4,0.2,0.2,0.5,2.4,,davisjo06
488,Christian Koloko,24,LAL,C,37,0,9.2,1.1,1.8,.606,0.0,0.1,.000,1.1,1.7,.645,.606,0.3,0.4,.714,0.9,1.5,2.5,0.4,0.2,0.4,0.3,1.2,2.4,,kolokch01
489,John Konchar,28,MEM,SG,46,4,12.1,0.9,2.0,.451,0.5,1.3,.371,0.4,0.6,.621,.577,0.2,0.2,.875,0.8,2.5,3.3,0.9,0.7,0.3,0.3,0.7,2.4,,konchjo01
490,MarJon Beauchamp,24,3TM,SF,35,0,4.5,0.8,1.9,.415,0.3,0.8,.345,0.5,1.0,.472,.492,0.4,0.6,.750,0.3,0.9,1.3,0.3,0.1,0.0,0.4,0.4,2.3,,beaucma01
490,MarJon Beauchamp,24,MIL,SF,26,0,4.7,0.7,1.8,.383,0.3,0.8,.333,0.4,1.0,.423,.457,0.3,0.5,.750,0.3,1.0,1.2,0.3,0.1,0.0,0.5,0.4,2.0,,beaucma01
490,MarJon Beauchamp,24,LAC,SF,3,0,5.7,1.3,2.3,.571,0.7,1.0,.667,0.7,1.3,.500,.714,0.7,1.3,.500,0.7,0.3,1.0,0.7,0.0,0.0,0.3,0.7,4.0,,beaucma01
490,MarJon Beauchamp,24,NYK,SF,6,0,2.8,0.8,1.8,.455,0.2,0.8,.200,0.7,1.0,.667,.500,0.7,0.7,1.000,0.3,1.2,1.5,0.2,0.2,0.0,0.2,0.3,2.5,,beaucma01
491,Bronny James,20,LAL,SG,27,1,6.7,0.8,2.5,.313,0.3,1.2,.281,0.4,1.3,.343,.381,0.4,0.5,.786,0.1,0.5,0.7,0.8,0.3,0.1,0.5,0.5,2.3,,jamesbr02
492,Mason Jones,26,SAC,SG,10,0,4.5,0.9,1.8,.500,0.1,0.8,.125,0.8,1.0,.800,.528,0.4,0.5,.800,0.2,0.7,0.9,1.1,0.0,0.1,0.1,0.3,2.3,,jonesma05
493,Miles Norris,24,BOS,PF,3,0,11.7,0.7,3.0,.222,0.7,2.3,.286,0.0,0.7,.000,.333,0.3,0.7,.500,0.7,2.3,3.0,0.0,0.7,0.3,0.0,0.0,2.3,,norrimi01
494,Patrick Baldwin Jr.,22,2TM,SF,24,0,4.5,0.8,1.5,.543,0.5,1.0,.565,0.3,0.5,.500,.729,0.1,0.2,.500,0.2,0.8,1.0,0.1,0.1,0.1,0.2,0.3,2.2,,baldwpa01
494,Patrick Baldwin Jr.,22,WAS,SF,22,0,4.6,0.8,1.5,.515,0.5,1.0,.524,0.3,0.5,.500,.682,0.1,0.2,.500,0.2,0.8,1.0,0.1,0.1,0.1,0.2,0.2,2.1,,baldwpa01
494,Patrick Baldwin Jr.,22,LAC,SF,2,0,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,1.5,1.5,0.5,0.0,0.0,0.0,1.0,3.0,,baldwpa01
495,Drew Peterson,25,BOS,PF,25,1,7.4,0.7,1.6,.415,0.5,1.3,.394,0.2,0.3,.500,.573,0.3,0.4,.778,0.4,1.2,1.6,0.5,0.2,0.1,0.3,0.7,2.2,,peterdr01
496,TyTy Washington Jr.,23,PHO,PG,16,0,7.4,0.9,2.8,.311,0.3,1.3,.190,0.6,1.5,.417,.356,0.2,0.4,.500,0.3,0.6,0.8,1.0,0.2,0.0,0.2,0.3,2.2,,washity02
497,Jordan McLaughlin,28,2TM,PG,46,0,6.8,0.7,1.6,.431,0.4,1.0,.413,0.3,0.6,.462,.563,0.4,0.5,.773,0.1,0.5,0.7,1.1,0.3,0.0,0.3,0.4,2.1,,mclaujo01
497,Jordan McLaughlin,28,SAC,PG,28,0,6.8,0.6,1.6,.364,0.4,0.9,.385,0.2,0.6,.333,.477,0.4,0.6,.688,0.1,0.6,0.8,0.9,0.4,0.0,0.4,0.5,1.9,,mclaujo01
497,Jordan McLaughlin,28,SAS,PG,18,0,6.9,0.8,1.6,.536,0.5,1.1,.450,0.3,0.4,.750,.696,0.3,0.3,1.000,0.1,0.4,0.5,1.5,0.3,0.1,0.3,0.3,2.5,,mclaujo01
498,JD Davison,22,BOS,PG,16,0,5.8,0.8,2.1,.353,0.3,1.1,.222,0.5,1.0,.500,.412,0.3,0.4,.714,0.1,0.7,0.8,0.8,0.3,0.1,0.8,0.1,2.1,,davisjd01
499,Chris Duarte,27,CHI,SG,17,0,4.4,0.7,1.5,.462,0.4,0.9,.400,0.4,0.6,.545,.577,0.4,0.5,.750,0.3,0.9,1.2,0.5,0.0,0.0,0.1,0.4,2.1,,duartch01
500,Enrique Freeman,24,IND,PF,22,1,8.2,0.7,1.7,.432,0.0,0.5,.100,0.7,1.2,.556,.446,0.6,0.9,.684,0.5,0.9,1.4,0.4,0.1,0.1,0.3,1.0,2.1,,freemen01
501,Johnny Furphy,20,IND,SG,50,0,7.6,0.7,1.8,.380,0.3,1.0,.300,0.4,0.8,.476,.462,0.4,0.4,.818,0.5,1.0,1.4,0.4,0.4,0.2,0.2,0.8,2.1,,furphjo01
502,Dwight Powell,33,DAL,C,55,3,10.0,0.8,1.1,.689,0.0,0.1,.400,0.7,1.0,.714,.705,0.5,0.8,.651,0.9,1.3,2.1,1.0,0.3,0.4,0.3,1.4,2.1,,poweldw01
503,Josh Christopher,23,MIA,SG,14,0,4.9,0.8,2.2,.355,0.1,0.8,.182,0.6,1.4,.450,.387,0.3,0.4,.667,0.0,0.6,0.6,0.6,0.4,0.2,0.4,0.1,2.0,,chrisjo01
504,Tyler Kolek,23,NYK,PG,41,0,7.2,0.7,2.0,.329,0.3,1.1,.298,0.3,0.9,.371,.415,0.3,0.4,.765,0.2,0.5,0.7,1.7,0.3,0.1,0.4,0.6,2.0,,kolekty01
505,Adama Sanogo,22,CHI,C,4,0,5.3,1.0,1.8,.571,0.0,0.0,,1.0,1.8,.571,.571,0.0,0.0,,1.3,0.3,1.5,0.3,0.0,0.0,0.3,0.3,2.0,,sanogad01
506,Kobe Brown,25,LAC,PF,40,0,6.8,0.8,1.8,.458,0.2,0.7,.231,0.7,1.2,.587,.500,0.1,0.2,.714,0.5,1.2,1.6,0.6,0.2,0.1,0.3,0.6,1.9,,brownko01
507,Ariel Hukporti,22,NYK,C,25,1,8.7,0.8,1.2,.677,0.0,0.0,,0.8,1.2,.677,.677,0.2,0.5,.462,0.6,1.5,2.0,0.4,0.0,0.6,0.8,1.3,1.9,,hukpoar01
508,Bobi Klintman,21,DET,SF,8,0,5.3,0.8,1.3,.600,0.3,0.6,.400,0.5,0.6,.800,.700,0.1,0.3,.500,0.1,0.8,0.9,0.9,0.3,0.1,0.1,1.0,1.9,,klintbo01
509,Garrett Temple,38,TOR,SG,28,0,8.1,0.6,2.1,.300,0.2,1.0,.214,0.4,1.1,.375,.350,0.4,0.4,.917,0.3,0.7,1.0,1.1,0.6,0.1,0.4,0.8,1.9,,templga01
510,Jericho Sims,26,2TM,C,53,5,11.9,0.8,1.3,.634,0.0,0.0,,0.8,1.3,.634,.634,0.2,0.2,.615,1.3,2.4,3.7,0.6,0.2,0.4,0.6,1.2,1.8,,simsje01
510,Jericho Sims,26,NYK,C,39,5,10.8,0.7,1.2,.609,0.0,0.0,,0.7,1.2,.609,.609,0.2,0.3,.615,1.3,2.0,3.3,0.6,0.2,0.3,0.5,1.2,1.6,,simsje01
510,Jericho Sims,26,MIL,C,14,0,15.0,1.2,1.8,.680,0.0,0.0,,1.2,1.8,.680,.680,0.0,0.0,,1.4,3.4,4.9,0.8,0.1,0.6,0.9,1.4,2.4,,simsje01
511,Vlatko Čančar,27,DEN,PF,13,0,10.5,0.8,2.0,.385,0.3,1.2,.267,0.5,0.8,.545,.462,0.0,0.0,,0.5,2.0,2.5,0.7,0.2,0.2,0.8,0.8,1.8,,cancavl01
512,Adam Flagler,25,OKC,SG,37,0,5.5,0.7,2.6,.260,0.4,1.9,.194,0.3,0.6,.458,.333,0.0,0.1,.500,0.2,0.5,0.7,0.3,0.2,0.1,0.1,0.4,1.8,,flaglad01
513,Trentyn Flowers,19,LAC,SF,6,0,4.5,0.7,1.8,.364,0.0,0.3,.000,0.7,1.5,.444,.364,0.5,0.5,1.000,0.2,0.5,0.7,0.0,0.0,0.0,0.2,0.7,1.8,,flowetr01
514,E.J. Liddell,24,CHI,PF,12,0,4.4,0.7,1.3,.533,0.3,0.8,.300,0.4,0.4,1.000,.633,0.2,0.2,1.000,0.3,0.5,0.8,0.3,0.1,0.1,0.2,0.9,1.8,,liddeej01
515,Jahmir Young,24,CHI,PG,6,0,5.0,0.7,0.8,.800,0.2,0.3,.500,0.5,0.5,1.000,.900,0.3,0.3,1.000,0.2,0.3,0.5,1.0,0.0,0.0,0.2,0.3,1.8,,youngja05
516,Pacome Dadiet,19,NYK,SG,18,0,6.2,0.6,1.7,.323,0.3,1.1,.316,0.2,0.7,.333,.419,0.2,0.3,.667,0.2,0.8,1.0,0.3,0.2,0.1,0.2,0.4,1.7,,dadiepa01
517,Alex Ducas,24,OKC,SG,21,0,6.0,0.6,1.4,.400,0.5,1.0,.476,0.1,0.4,.222,.567,0.1,0.1,1.000,0.4,0.8,1.2,0.2,0.2,0.0,0.2,0.6,1.7,,ducasal01
518,PJ Hall,22,DEN,C,19,0,3.5,0.7,1.3,.583,0.1,0.4,.250,0.6,0.8,.750,.625,0.2,0.2,.750,0.3,0.8,1.2,0.2,0.0,0.2,0.1,0.6,1.7,,hallpj01
519,Emanuel Miller,24,CHI,PF,6,0,4.2,0.7,1.3,.500,0.0,0.2,.000,0.7,1.2,.571,.500,0.3,0.3,1.000,0.7,0.7,1.3,0.3,0.2,0.0,0.0,0.5,1.7,,milleem01
520,Tristan Thompson,33,CLE,C,40,0,8.2,0.8,1.8,.437,0.0,0.1,.000,0.8,1.7,.456,.437,0.2,0.8,.233,0.8,2.6,3.4,0.6,0.1,0.3,0.4,0.9,1.7,,thomptr01
521,Alex Len,31,2TM,C,46,7,8.3,0.7,1.4,.508,0.0,0.2,.222,0.7,1.2,.556,.524,0.2,0.4,.471,0.8,1.2,2.1,0.8,0.2,0.5,0.4,1.2,1.6,,lenal01
521,Alex Len,31,SAC,C,36,3,7.2,0.6,1.1,.537,0.0,0.2,.167,0.6,1.0,.600,.549,0.2,0.4,.538,0.7,1.1,1.8,0.8,0.2,0.5,0.3,1.0,1.4,,lenal01
521,Alex Len,31,LAL,C,10,4,12.2,1.0,2.2,.455,0.1,0.3,.333,0.9,1.9,.474,.477,0.1,0.4,.250,1.3,1.8,3.1,0.8,0.1,0.3,0.9,2.1,2.2,,lenal01
522,Yuki Kawamura,23,MEM,PG,22,0,4.2,0.5,1.4,.367,0.3,1.0,.304,0.2,0.3,.571,.483,0.3,0.4,.778,0.0,0.5,0.5,0.9,0.1,0.0,0.2,0.4,1.6,,kawamyu01
523,Jack McVeigh,28,HOU,PF,9,0,4.8,0.6,1.9,.294,0.4,1.4,.308,0.1,0.4,.250,.412,0.0,0.0,,0.2,0.3,0.6,0.1,0.0,0.2,0.2,0.3,1.6,,mcveija01
524,Armel Traoré,22,LAL,SF,9,0,7.4,0.7,2.1,.316,0.0,0.8,.000,0.7,1.3,.500,.316,0.2,0.8,.286,0.2,1.4,1.7,0.1,0.4,0.2,0.3,0.7,1.6,,armeltr01
525,Jordan Walsh,20,BOS,PF,52,1,7.8,0.6,1.6,.361,0.3,1.1,.273,0.3,0.5,.536,.452,0.1,0.2,.583,0.4,0.9,1.3,0.4,0.2,0.2,0.3,0.6,1.6,,walshjo01
526,Phillip Wheeler,22,PHI,PF,5,0,8.8,0.6,4.2,.143,0.0,2.0,.000,0.6,2.2,.273,.143,0.4,0.4,1.000,0.4,1.2,1.6,0.4,0.2,0.4,0.2,0.2,1.6,,wheelph02
527,Sidy Cissoko,20,2TM,SF,22,0,5.2,0.6,1.4,.433,0.1,0.6,.231,0.5,0.8,.588,.483,0.1,0.4,.333,0.4,0.6,1.0,0.7,0.1,0.0,0.5,0.5,1.5,,cissosi01
527,Sidy Cissoko,20,SAS,SF,17,0,3.2,0.5,1.1,.500,0.2,0.4,.429,0.4,0.6,.545,.583,0.1,0.4,.167,0.2,0.4,0.6,0.4,0.1,0.0,0.1,0.4,1.3,,cissosi01
527,Sidy Cissoko,20,POR,SF,5,0,12.0,0.8,2.4,.333,0.0,1.2,.000,0.8,1.2,.667,.333,0.4,0.6,.667,1.0,1.2,2.2,1.8,0.2,0.2,1.8,0.8,2.0,,cissosi01
528,Jazian Gortman,21,DAL,PG,16,0,3.6,0.6,1.4,.391,0.3,0.7,.364,0.3,0.8,.417,.478,0.1,0.3,.500,0.1,0.3,0.3,0.4,0.1,0.1,0.3,0.6,1.5,,gortmja01
529,Kevin McCullar Jr.,23,NYK,SF,4,0,7.3,0.5,1.8,.286,0.0,0.3,.000,0.5,1.5,.333,.286,0.5,0.5,1.000,0.0,2.0,2.0,0.5,0.3,0.3,0.0,1.5,1.5,,mcculke01
530,Leonard Miller,21,MIN,SF,13,0,2.5,0.5,1.2,.400,0.0,0.4,.000,0.5,0.8,.600,.400,0.6,0.6,1.000,0.2,0.6,0.8,0.0,0.2,0.1,0.2,0.2,1.5,,millele01
531,Quincy Olivari,23,LAL,PG,2,0,5.0,0.5,2.5,.200,0.5,2.5,.200,0.0,0.0,,.300,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.5,,olivaqu01
532,Matt Ryan,27,NYK,SF,19,0,3.6,0.5,1.6,.323,0.3,1.0,.316,0.2,0.6,.333,.419,0.1,0.1,1.000,0.0,0.4,0.4,0.2,0.1,0.0,0.2,0.1,1.5,,ryanma01
533,Jacob Toppin,24,2TM,SF,17,0,4.5,0.5,1.3,.409,0.3,0.6,.500,0.2,0.7,.333,.523,0.0,0.0,,0.2,0.7,0.9,0.4,0.1,0.0,0.2,0.2,1.4,,toppija01
533,Jacob Toppin,24,NYK,SF,16,0,3.1,0.2,0.6,.300,0.0,0.1,.000,0.2,0.5,.375,.300,0.0,0.0,,0.1,0.6,0.7,0.3,0.1,0.0,0.1,0.2,0.4,,toppija01
533,Jacob Toppin,24,ATL,SF,1,0,27.0,6.0,12.0,.500,5.0,8.0,.625,1.0,4.0,.250,.708,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,17.0,,toppija01
534,Cam Christie,19,LAC,SG,13,0,4.5,0.5,1.8,.292,0.2,1.0,.154,0.4,0.8,.455,.333,0.2,0.3,.500,0.2,0.7,0.9,0.5,0.4,0.1,0.2,0.3,1.4,,chrisca02
535,Chris Livingston,21,MIL,SF,21,1,5.0,0.4,1.3,.333,0.0,0.4,.000,0.4,0.9,.474,.333,0.6,0.8,.750,0.5,1.2,1.7,0.2,0.2,0.0,0.3,0.4,1.4,,livinch01
536,Trey Alexander,21,DEN,SG,24,0,4.9,0.5,1.7,.317,0.1,0.7,.176,0.4,1.0,.417,.354,0.1,0.2,.750,0.0,0.5,0.5,0.5,0.1,0.0,0.2,0.4,1.3,,alexatr01
537,Spencer Jones,23,DEN,SF,20,0,6.3,0.6,1.7,.324,0.1,0.9,.059,0.5,0.9,.588,.338,0.2,0.2,1.000,0.4,0.5,0.9,0.3,0.3,0.3,0.3,0.9,1.3,,jonessp01
538,Skal Labissière,28,SAC,PF,4,0,3.0,0.5,1.0,.500,0.3,0.3,1.000,0.3,0.8,.333,.625,0.0,0.0,,0.3,0.5,0.8,0.3,0.0,0.0,0.0,0.3,1.3,,labissk01
539,Jalen Bridges,23,PHO,SF,8,0,3.8,0.3,0.9,.286,0.3,0.9,.286,0.0,0.0,,.429,0.4,0.5,.750,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.1,,bridgja01
540,Yuri Collins,23,GSW,PG,2,0,8.0,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,1.0,0.5,1.5,2.0,1.0,0.0,0.0,2.5,1.0,,colliyu01
